x1,x2,x3,x4,y
2.861023007426411,-0.08788954776114455,3.277144166814672,1.9972592920556826,3.5721197243299834
4.292826929595321,4.005560765716162,2.36629161785536,6.324913962817957,-7.542507845209395
-0.14190846355631948,2.063598948487037,-0.9832566717412105,0.24217734922601392,-2.3031657314943197
-4.510438214056194,-4.272631461565844,3.537939410925757,-10.493410457984018,-5.875425038570784
4.77979552699253,0.6480066095201549,0.5519725839479718,-5.034445384964284,7.793926930607821
-0.28110924176871777,-1.602373221525866,-4.89290254590165,3.0657507925707814,-25.986060522090355
-4.217417831532657,0.3917339335061256,-2.429670293023724,-0.20627554919757074,-20.705622761889202
4.036606771405786,1.947806344936376,0.6616717212024397,5.667734308994871,-9.220117152313346
-0.22785648005083203,-1.251143769576348,0.5229597760494873,5.826150477151874,1.2806144637767032
-2.521718996576965,-3.9214737705941154,-0.780450088145519,-4.154479592629202,-1.1216177923317372
3.2643648190423846,2.3310440490114104,-0.3703271813174446,2.3279869295296227,-0.5307391334490177
0.28320749290287495,-3.4438366970274212,3.694610056367628,2.1048950387474217,-3.1196280513811447
-4.152287761680782,-1.5620620963197673,-4.801155528031676,-5.659725810419761,-26.61458339159966
-3.617973499931395,-1.7589697064642338,-0.12773042853272643,-0.961673281770643,7.646854835471648
0.7795355631969869,-0.34332244616314844,0.68296285218446,4.501595248865383,-2.4721527189204613
-4.848199323751032,-2.5054415122006737,-1.8725986448512197,-5.201225357507405,-0.9311315185316751
1.0294505092315376,-3.470721580400069,-4.517411213231722,-1.838895790388123,-6.249987958285387
-0.3205161402001977,0.30992556867755866,2.220254250239673,-1.949357947902627,-5.543891555632358
4.339214353822172,2.750087577427675,1.0827880552950253,7.443849026370961,3.552940106046417
2.3783781426027417,3.962574559038565,0.3102743161823697,-4.920232464211032,-6.179150923328843
0.3516112989746034,-1.6215646058106625,3.108552472283389,-1.149514438099082,1.2600769233392057
-0.9145833854563534,0.1907754516788982,0.8163585056691489,-3.1063878246458945,5.046077441456353
4.334881876129657,1.0457926762403715,-3.5703302505717547,2.8509357238337714,-7.420585623067701
-2.4233324895612895,-0.8938725662446657,-3.2523290687678603,3.3130744986217016,-13.529840155135208
-0.03576772753149271,3.6939835162944687,3.0634042789062197,5.965151419613483,-5.240938492055945
-0.4379145917482674,0.7113568826837116,-1.1167715620841487,2.528803799634858,-1.9561535254865954
-1.1702831205911934,-0.36145307014244843,-4.448570047382865,-3.6576494655856786,-25.087643613015352
4.69331280561164,2.0216668535675817,-2.0588629778343286,11.944126186400132,4.376902327894964
-3.2930155727081,-2.039624165333989,-3.800986697774828,-9.694932529139589,-24.850058937552138
3.959367140196264,1.1314049564725295,2.8716392187527946,3.129388433839264,-2.6511320378948673
-4.193070866167545,-5.977692517620483,-0.677726495739809,2.9073187375538314,-4.460097985833788
4.020175763871521,2.4340385300365974,-1.2406833656928276,1.3777195504001447,-0.6281400745575543
1.9867747160606086,0.962496701959905,3.562972101819673,0.5148938028263667,-1.3930961142191585
4.594430315773934,3.574703450904817,4.714143402941178,4.196474999037871,-2.0436223824245534
-4.373527285642922,-4.908839095466023,-3.586974050845638,0.4832915182794788,-9.046505680708744
-0.007615652866661549,0.9746053254228412,4.643282370452578,0.6155390208488036,-20.649230260518646
-1.7252885201014578,-1.0618956697572428,-0.4096064565642712,-5.012071158521289,-3.132683360839717
-1.6872514109127223,-0.912204663772442,-6.436465264163961,5.599334695563419,-40.65038868345406
-0.159332943148911,-1.9361736384258403,-2.8438341390452524,6.306972554991328,0.5545108176360838
